Marital Status,Credit Default,Campaign Calls,Subscription Status,Previous Contact,Age Group,On Loan,Education Group,Occupation Group
married,no,5,no,no prior contact,Fifties,undisclosed,primary,blue collar
married,no,6,no,no prior contact,Thirties,yes,tertiary,white collar
married,no,1,no,no prior contact,Twenties,yes,secondary,grey collar
married,no,5,no,no prior contact,Forties,undisclosed,primary,white collar
married,no,1,no,prior contact,Above Sixties,yes,secondary,grey collar
married,no,1,yes,no prior contact,Forties,yes,secondary,white collar
not married,no,5,no,no prior contact,Fifties,undisclosed,tertiary,blue collar
not married,no,1,yes,prior contact,Thirties,undisclosed,tertiary,grey collar
not married,no,1,yes,no prior contact,Above Sixties,yes,primary,grey collar
not married,no,4,no,no prior contact,Above Sixties,no,secondary,grey collar
married,no,1,no,no prior contact,Twenties,undisclosed,secondary,grey collar
not married,undisclosed,2,no,no prior contact,Thirties,undisclosed,secondary,white collar
not married,no,4,yes,no prior contact,Forties,undisclosed,secondary,white collar
not married,undisclosed,1,no,no prior contact,Forties,yes,primary,grey collar
married,undisclosed,5,no,no prior contact,Fifties,undisclosed,primary,grey collar
not married,no,1,yes,no prior contact,Twenties,yes,secondary,blue collar
married,no,3,no,no prior contact,Above Sixties,no,tertiary,grey collar
not married,no,2,yes,prior contact,Twenties,undisclosed,tertiary,blue collar
married,no,2,yes,no prior contact,Above Sixties,yes,primary,grey collar
not married,no,1,no,no prior contact,Thirties,yes,secondary,grey collar
not married,undisclosed,5,no,no prior contact,Fifties,undisclosed,primary,blue collar
married,no,1,yes,no prior contact,Forties,undisclosed,secondary,grey collar
not married,undisclosed,1,no,no prior contact,Thirties,no,tertiary,white collar
not married,undisclosed,5,no,no prior contact,Thirties,undisclosed,primary,grey collar
married,no,2,no,no prior contact,Forties,no,secondary,white collar
not married,undisclosed,4,no,no prior contact,Thirties,undisclosed,tertiary,white collar
married,undisclosed,3,yes,no prior contact,Above Sixties,undisclosed,primary,grey collar
not married,no,2,no,prior contact,Forties,undisclosed,tertiary,white collar
married,undisclosed,5,no,no prior contact,Fifties,yes,primary,blue collar
married,undisclosed,2,no,no prior contact,Fifties,yes,secondary,grey collar
married,no,5,no,no prior contact,Fifties,no,secondary,blue collar
not married,no,3,yes,no prior contact,Twenties,no,secondary,grey collar
married,no,4,no,no prior contact,Above Sixties,yes,secondary,grey collar
married,undisclosed,2,no,no prior contact,Fifties,no,secondary,blue collar
married,undisclosed,6,no,no prior contact,Thirties,yes,primary,blue collar
not married,no,5,no,no prior contact,Twenties,undisclosed,tertiary,white collar
married,undisclosed,2,no,no prior contact,Thirties,undisclosed,secondary,white collar
married,undisclosed,2,no,no prior contact,Forties,yes,tertiary,blue collar
married,no,3,yes,no prior contact,Forties,yes,secondary,blue collar
not married,no,2,no,no prior contact,Forties,undisclosed,tertiary,grey collar
married,undisclosed,5,no,no prior contact,Fifties,no,tertiary,blue collar
married,no,1,yes,no prior contact,Forties,undisclosed,secondary,white collar
married,no,3,yes,prior contact,Thirties,undisclosed,tertiary,grey collar
married,undisclosed,1,no,no prior contact,Fifties,undisclosed,secondary,grey collar
married,no,1,yes,no prior contact,Fifties,no,secondary,grey collar
not married,undisclosed,1,no,no prior contact,Thirties,undisclosed,secondary,white collar
married,no,6,no,no prior contact,Thirties,yes,primary,grey collar
not married,undisclosed,1,no,no prior contact,Thirties,undisclosed,tertiary,grey collar
married,no,1,yes,no prior contact,Fifties,yes,tertiary,white collar
not married,undisclosed,2,no,no prior contact,Thirties,undisclosed,primary,grey collar
married,no,3,yes,no prior contact,Above Sixties,yes,primary,grey collar
not married,undisclosed,6,no,no prior contact,Fifties,no,secondary,blue collar
married,undisclosed,4,no,no prior contact,Thirties,no,secondary,blue collar
married,no,6,no,no prior contact,Thirties,undisclosed,primary,blue collar
married,no,1,yes,prior contact,Forties,no,secondary,grey collar
married,undisclosed,4,no,no prior contact,Thirties,yes,secondary,white collar
not married,undisclosed,2,no,no prior contact,Thirties,yes,secondary,blue collar
married,no,2,yes,no prior contact,Above Sixties,undisclosed,secondary,white collar
married,undisclosed,5,no,no prior contact,Thirties,yes,secondary,blue collar
not married,no,3,no,no prior contact,Twenties,yes,tertiary,blue collar
married,no,6,no,no prior contact,Fifties,undisclosed,secondary,white collar
married,undisclosed,1,no,no prior contact,Thirties,yes,primary,grey collar
married,no,3,no,no prior contact,Twenties,undisclosed,tertiary,white collar
married,no,2,no,no prior contact,Above Sixties,undisclosed,tertiary,white collar
married,undisclosed,1,no,no prior contact,Fifties,yes,secondary,grey collar
not married,no,3,no,no prior contact,Twenties,undisclosed,tertiary,blue collar
not married,no,3,yes,no prior contact,Twenties,yes,secondary,blue collar
not married,no,4,no,no prior contact,Forties,yes,tertiary,white collar
not married,undisclosed,2,no,no prior contact,Thirties,undisclosed,primary,blue collar
married,undisclosed,2,no,no prior contact,Above Sixties,yes,secondary,grey collar
married,undisclosed,2,no,no prior contact,Fifties,no,primary,white collar
married,no,2,no,no prior contact,Forties,undisclosed,primary,grey collar
not married,no,2,yes,no prior contact,Forties,yes,tertiary,blue collar
married,undisclosed,3,yes,no prior contact,Forties,yes,primary,blue collar
not married,no,2,no,no prior contact,Twenties,yes,tertiary,grey collar
not married,no,2,yes,prior contact,Twenties,undisclosed,secondary,blue collar
not married,no,1,no,no prior contact,Thirties,undisclosed,primary,blue collar
not married,no,4,no,no prior contact,Twenties,undisclosed,tertiary,blue collar
married,undisclosed,2,no,no prior contact,Fifties,no,primary,grey collar
not married,no,5,yes,prior contact,Twenties,yes,primary,grey collar
married,no,3,yes,no prior contact,Above Sixties,yes,tertiary,white collar
married,no,5,yes,no prior contact,Forties,undisclosed,tertiary,blue collar
married,no,5,no,no prior contact,Twenties,no,tertiary,white collar
not married,no,1,no,no prior contact,Forties,yes,primary,white collar
married,no,2,yes,no prior contact,Fifties,yes,secondary,white collar
not married,no,4,no,no prior contact,Forties,no,primary,blue collar
not married,no,3,no,no prior contact,Twenties,no,secondary,blue collar
married,undisclosed,2,no,no prior contact,Forties,undisclosed,tertiary,blue collar
not married,no,1,no,no prior contact,Twenties,yes,primary,blue collar
married,no,3,no,no prior contact,Fifties,undisclosed,primary,grey collar
not married,no,4,yes,prior contact,Forties,yes,tertiary,blue collar
not married,no,1,no,no prior contact,Fifties,no,primary,blue collar
married,no,1,no,prior contact,Twenties,undisclosed,tertiary,white collar
not married,no,2,yes,no prior contact,Twenties,undisclosed,tertiary,blue collar
married,no,2,yes,prior contact,Forties,yes,tertiary,white collar
not married,no,1,no,no prior contact,Forties,yes,tertiary,grey collar
not married,undisclosed,1,no,no prior contact,Thirties,undisclosed,secondary,grey collar
married,undisclosed,4,no,no prior contact,Fifties,undisclosed,primary,blue collar
married,no,4,no,no prior contact,Fifties,undisclosed,secondary,grey collar
married,no,2,no,no prior contact,Thirties,yes,secondary,grey collar
married,no,1,no,no prior contact,Above Sixties,undisclosed,secondary,white collar
not married,no,1,no,prior contact,Fifties,yes,tertiary,grey collar
not married,no,1,yes,no prior contact,Twenties,yes,tertiary,blue collar
not married,undisclosed,1,no,no prior contact,Fifties,no,tertiary,white collar
not married,undisclosed,2,no,no prior contact,Forties,yes,secondary,grey collar
married,no,2,no,no prior contact,Twenties,no,secondary,white collar
married,no,1,yes,no prior contact,Forties,yes,tertiary,blue collar
married,no,3,no,no prior contact,Forties,yes,primary,grey collar
married,no,2,no,no prior contact,Twenties,no,secondary,grey collar
married,undisclosed,3,no,no prior contact,Fifties,yes,primary,grey collar
married,undisclosed,3,no,no prior contact,Forties,no,secondary,blue collar
married,undisclosed,2,yes,no prior contact,Forties,undisclosed,tertiary,grey collar
not married,no,1,no,no prior contact,Above Sixties,undisclosed,tertiary,white collar
married,no,1,yes,prior contact,Thirties,undisclosed,primary,blue collar
married,undisclosed,5,no,no prior contact,Forties,undisclosed,primary,grey collar
married,undisclosed,4,no,no prior contact,Fifties,yes,tertiary,blue collar
not married,no,5,no,no prior contact,Twenties,undisclosed,tertiary,blue collar
not married,no,1,no,no prior contact,Fifties,undisclosed,secondary,blue collar
married,no,1,no,no prior contact,Fifties,yes,primary,white collar
married,no,3,no,no prior contact,Fifties,yes,secondary,grey collar
not married,no,3,no,no prior contact,Fifties,undisclosed,secondary,blue collar
married,no,2,yes,no prior contact,Thirties,no,primary,blue collar
married,no,4,no,no prior contact,Forties,no,secondary,white collar
married,undisclosed,4,no,no prior contact,Forties,undisclosed,primary,blue collar
married,undisclosed,3,yes,no prior contact,Forties,undisclosed,primary,blue collar
married,undisclosed,2,no,no prior contact,Thirties,undisclosed,primary,grey collar
married,no,1,yes,no prior contact,Fifties,no,tertiary,blue collar
married,no,2,no,no prior contact,Forties,yes,secondary,grey collar
married,undisclosed,3,no,no prior contact,Fifties,undisclosed,tertiary,blue collar
married,undisclosed,4,no,no prior contact,Fifties,yes,secondary,blue collar
married,undisclosed,5,no,no prior contact,Forties,undisclosed,tertiary,white collar
married,no,3,yes,no prior contact,Fifties,yes,tertiary,white collar
married,no,4,yes,no prior contact,Forties,yes,primary,blue collar
married,no,1,yes,no prior contact,Fifties,undisclosed,secondary,white collar
not married,undisclosed,2,no,no prior contact,Forties,no,tertiary,blue collar
married,no,4,no,no prior contact,Forties,undisclosed,secondary,grey collar
married,no,2,no,no prior contact,Fifties,no,primary,white collar
not married,no,1,no,prior contact,Forties,undisclosed,tertiary,grey collar
married,undisclosed,2,no,no prior contact,Twenties,undisclosed,primary,white collar
not married,no,6,yes,no prior contact,Twenties,yes,tertiary,white collar
not married,undisclosed,6,yes,no prior contact,Fifties,no,tertiary,white collar
married,undisclosed,2,no,no prior contact,Thirties,no,tertiary,white collar
not married,undisclosed,2,no,no prior contact,Forties,yes,secondary,blue collar
not married,undisclosed,2,no,no prior contact,Fifties,no,primary,grey collar
not married,no,3,yes,no prior contact,Thirties,undisclosed,tertiary,blue collar
married,no,3,yes,no prior contact,Above Sixties,undisclosed,secondary,blue collar
not married,undisclosed,2,no,no prior contact,Forties,undisclosed,primary,white collar
not married,no,3,yes,no prior contact,Twenties,yes,tertiary,blue collar
not married,no,4,yes,no prior contact,Thirties,no,tertiary,white collar
married,no,2,yes,no prior contact,Thirties,yes,primary,blue collar
not married,no,1,no,prior contact,Twenties,yes,tertiary,white collar
married,no,1,no,prior contact,Above Sixties,no,secondary,blue collar
not married,undisclosed,2,yes,no prior contact,Forties,yes,primary,blue collar
not married,no,4,yes,no prior contact,Thirties,undisclosed,tertiary,blue collar
married,undisclosed,3,no,no prior contact,Forties,undisclosed,secondary,white collar
not married,no,4,no,no prior contact,Forties,no,tertiary,white collar
married,undisclosed,2,no,no prior contact,Thirties,no,tertiary,blue collar
married,no,3,yes,no prior contact,Forties,yes,tertiary,white collar
married,undisclosed,3,no,no prior contact,Fifties,undisclosed,secondary,grey collar
married,no,4,no,no prior contact,Twenties,undisclosed,secondary,blue collar
married,no,6,yes,prior contact,Forties,undisclosed,secondary,grey collar
married,no,4,no,no prior contact,Forties,undisclosed,tertiary,white collar
married,no,6,no,no prior contact,Forties,undisclosed,tertiary,white collar
not married,no,6,no,no prior contact,Twenties,undisclosed,secondary,white collar
married,no,4,no,no prior contact,Thirties,no,secondary,blue collar
married,no,1,no,prior contact,Fifties,undisclosed,tertiary,white collar
not married,no,3,yes,no prior contact,Thirties,undisclosed,secondary,blue collar
married,no,2,no,no prior contact,Thirties,undisclosed,tertiary,grey collar
married,no,6,no,prior contact,Fifties,yes,tertiary,blue collar
married,undisclosed,4,no,no prior contact,Forties,undisclosed,primary,white collar
not married,no,1,no,no prior contact,Above Sixties,undisclosed,tertiary,grey collar
married,no,1,yes,prior contact,Thirties,undisclosed,tertiary,grey collar
married,no,5,yes,no prior contact,Fifties,undisclosed,secondary,white collar
married,no,1,no,no prior contact,Above Sixties,no,tertiary,grey collar
married,undisclosed,1,yes,no prior contact,Thirties,undisclosed,primary,blue collar
married,no,4,no,no prior contact,Forties,yes,secondary,grey collar
not married,undisclosed,3,no,no prior contact,Fifties,undisclosed,secondary,blue collar
married,no,1,yes,prior contact,Fifties,undisclosed,secondary,white collar
not married,undisclosed,2,no,no prior contact,Twenties,undisclosed,secondary,grey collar
married,no,1,yes,prior contact,Thirties,yes,secondary,white collar
not married,no,4,no,no prior contact,Thirties,no,tertiary,blue collar
not married,undisclosed,6,no,no prior contact,Fifties,no,tertiary,blue collar
not married,no,3,no,no prior contact,Fifties,yes,primary,blue collar
not married,no,3,yes,no prior contact,Twenties,undisclosed,primary,blue collar
not married,no,1,yes,prior contact,Thirties,yes,secondary,white collar
